Container,Link,Is Topic,Is Broken
,https://www.tokopedia.com/streaming//,1,1
,https://www.tokopedia.com/streaming/12-strong/,,1
,https://www.tokopedia.com/streaming/18-again/,,1
,https://www.tokopedia.com/streaming/action/,,1
,https://www.tokopedia.com/streaming/again-my-life/,,1
,https://www.tokopedia.com/streaming/anime/,,1
,https://www.tokopedia.com/streaming/antv/,,1
,https://www.tokopedia.com/streaming/aquaman/,,1
,https://www.tokopedia.com/streaming/a-quiet-place/,,1
,https://www.tokopedia.com/streaming/a-superior-day/,,1
,https://www.tokopedia.com/streaming/baywatch/,,1
,https://www.tokopedia.com/streaming/bein-sports/,,1
,https://www.tokopedia.com/streaming/beyond-skyline/,,1
,https://www.tokopedia.com/streaming/bigo-live/,,1
,https://www.tokopedia.com/streaming/bioskop-online/,,1
,https://www.tokopedia.com/streaming/bumblebee/,,1
,https://www.tokopedia.com/streaming/catchplay/,,1
,https://www.tokopedia.com/streaming/cek-toko-sebelah/,,1
,https://www.tokopedia.com/streaming/cheese-in-the-trap/,,1
,https://www.tokopedia.com/streaming/chef/,,1
,https://www.tokopedia.com/streaming/chief-kim-good-manager/,,1
,https://www.tokopedia.com/streaming/chimera/,,1
,https://www.tokopedia.com/streaming/close/,,1
,https://www.tokopedia.com/streaming/comedy/,,1
,https://www.tokopedia.com/streaming/crazy-rich-asians/,,1
,https://www.tokopedia.com/streaming/crunchyroll/,,1
,https://www.tokopedia.com/streaming/dali-and-cocky-prince/,,1
,https://www.tokopedia.com/streaming/descendants-of-the-sun/,,1
,https://www.tokopedia.com/streaming/disney-plus/,,1
,https://www.tokopedia.com/streaming/divergent/,,1
,https://www.tokopedia.com/streaming/doctor-stranger/,,1
,https://www.tokopedia.com/streaming/dunkirk/,,1
,https://www.tokopedia.com/streaming/final-liga-champions-2022-real-madrid-liverpool/,,1
,https://www.tokopedia.com/streaming/from-now-on-showtime/,,1
,https://www.tokopedia.com/streaming/genflix/,,1
,https://www.tokopedia.com/streaming/genius/,,1
,https://www.tokopedia.com/streaming/geostorm/,,1
,https://www.tokopedia.com/streaming/get-out/,,1
,https://www.tokopedia.com/streaming/ghost/,,1
,https://www.tokopedia.com/streaming/ghost-doctor/,,1
,https://www.tokopedia.com/streaming/ghost-in-the-shell/,,1
,https://www.tokopedia.com/streaming/global-tv/,,1
,https://www.tokopedia.com/streaming/goblin/,,1
,https://www.tokopedia.com/streaming/godzilla/,,1
,https://www.tokopedia.com/streaming/gogh-the-starry-night/,,1
,https://www.tokopedia.com/streaming/gold/,,1
,https://www.tokopedia.com/streaming/good-doctor/,,1
,https://www.tokopedia.com/streaming/goplay/,,1
,https://www.tokopedia.com/streaming/gunman-in-joseon/,,1
,https://www.tokopedia.com/streaming/hacksaw-ridge/,,1
,https://www.tokopedia.com/streaming/happiness/,,1
,https://www.tokopedia.com/streaming/happy-death-day/,,1
,https://www.tokopedia.com/streaming/hbo-go/,,1
,https://www.tokopedia.com/streaming/hellboy/,,1
,https://www.tokopedia.com/streaming/hereditary/,,1
,https://www.tokopedia.com/streaming/high-class/,,1
,https://www.tokopedia.com/streaming/hometown/,,1
,https://www.tokopedia.com/streaming/hooq/,,1
,https://www.tokopedia.com/streaming/horror/,,1
,https://www.tokopedia.com/streaming/hotel-mumbai/,,1
,https://www.tokopedia.com/streaming/how-to-train-your-dragon/,,1
,https://www.tokopedia.com/streaming/hwarang/,,1
,https://www.tokopedia.com/streaming/iflix/,,1
,https://www.tokopedia.com/streaming/i-hear-your-voice/,,1
,https://www.tokopedia.com/streaming/inception/,,1
,https://www.tokopedia.com/streaming/indonesia/,,1
,https://www.tokopedia.com/streaming/indosiar/,,1
,https://www.tokopedia.com/streaming/interstellar/,,1
,https://www.tokopedia.com/streaming/introverted-boss/,,1
,https://www.tokopedia.com/streaming/it/,,1
,https://www.tokopedia.com/streaming/its-okay-thats-love/,,1
,https://www.tokopedia.com/streaming/itunes/,,1
,https://www.tokopedia.com/streaming/jigsaw/,,1
,https://www.tokopedia.com/streaming/joox/,,1
,https://www.tokopedia.com/streaming/jurassic-world/,,1
,https://www.tokopedia.com/streaming/justice-league/,,1
,https://www.tokopedia.com/streaming/kill-heel/,,1
,https://www.tokopedia.com/streaming/klikfilm/,,1
,https://www.tokopedia.com/streaming/korea/,,1
,https://www.tokopedia.com/streaming/la-la-land/,,1
,https://www.tokopedia.com/streaming/legend-of-the-blue-sea/,,1
,https://www.tokopedia.com/streaming/life/,,1
,https://www.tokopedia.com/streaming/liga-1-indonesia/,,1
,https://www.tokopedia.com/streaming/liga-champions/,,1
,https://www.tokopedia.com/streaming/liga-inggris/,,1
,https://www.tokopedia.com/streaming/liga-italia/,,1
,https://www.tokopedia.com/streaming/liga-jerman/,,1
,https://www.tokopedia.com/streaming/liga-spanyol/,,1
,https://www.tokopedia.com/streaming/lion/,,1
,https://www.tokopedia.com/streaming/lionsgate-play/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-all-day-all-night-tripov/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-all-too-well-taylor-swift/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-bertahan-terluka/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-buih-jadi-permadani-exist/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-diri/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-easy-on-me/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-ghost/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-happier-olivia-rodrigo/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-hati-hati-di-jalan-tulus/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-heres-your-perfect-jamie-miller/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-i-love-you-so-the-walters/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-indonesia-raya/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-interaksi-tulus/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-kopi-dangdut-fahmi-shahab/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-ku-kira-kau-rumah-amigdala/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-mendung-tanpo-udan-ndarboy-genk/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-merasa-indah-tiara-andini/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-pergi-hilang-dan-lupakan-remember-of-today/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-pesan-terakhir-lyodra-ginting/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-putus-atau-terus-judika/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-runtuh-feby-putri/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-satru-denny-caknan/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-sisa-rasa/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-tanpa-batas-waktu-ade-govinda/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-to-the-bone-pamungkas/,,1
,https://www.tokopedia.com/streaming/lirik-lagu-tutur-batin-yura-yunita/,,1
,https://www.tokopedia.com/streaming/live-on/,,1
,https://www.tokopedia.com/streaming/lovers-of-the-red-sky/,,1
,https://www.tokopedia.com/streaming/mars/,,1
,https://www.tokopedia.com/streaming/master-god-of-noodles/,,1
,https://www.tokopedia.com/streaming/me-before-you/,,1
,https://www.tokopedia.com/streaming/melancholia/,,1
,https://www.tokopedia.com/streaming/meteor-garden/,,1
,https://www.tokopedia.com/streaming/mile-22/,,1
,https://www.tokopedia.com/streaming/military-prosecutor-doberman/,,1
,https://www.tokopedia.com/streaming/missing-nine/,,1
,https://www.tokopedia.com/streaming/mnc/,,1
,https://www.tokopedia.com/streaming/mnc-now/,,1
,https://www.tokopedia.com/streaming/mola-tv/,,1
,https://www.tokopedia.com/streaming/monstrous/,,1
,https://www.tokopedia.com/streaming/moonshine/,,1
,https://www.tokopedia.com/streaming/motogp/,,1
,https://www.tokopedia.com/streaming/mouse/,,1
,https://www.tokopedia.com/streaming/movies/10-cloverfield-lane/,,1
,https://www.tokopedia.com/streaming/movies/47-meters-down/,,1
,https://www.tokopedia.com/streaming/movies/9/11/,,1
,https://www.tokopedia.com/streaming/movies/ada-cinta-di-sma/,,1
,https://www.tokopedia.com/streaming/movies/after/,,1
,https://www.tokopedia.com/streaming/movies/age-of-youth/,,1
,https://www.tokopedia.com/streaming/movies/allegiant/,,1
,https://www.tokopedia.com/streaming/movies/allied/,,1
,https://www.tokopedia.com/streaming/movies/along-with-the-gods-the-two-worlds/,,1
,https://www.tokopedia.com/streaming/movies/american-assassin/,,1
,https://www.tokopedia.com/streaming/movies/american-hustle/,,1
,https://www.tokopedia.com/streaming/movies/a-monster-calls/,,1
,https://www.tokopedia.com/streaming/movies/angel-eyes/,,1
,https://www.tokopedia.com/streaming/movies/annabelle/,,1
,https://www.tokopedia.com/streaming/movies/arang-and-the-magistrate/,,1
,https://www.tokopedia.com/streaming/movies/a-simple-favor/,,1
,https://www.tokopedia.com/streaming/movies/ballerina/,,1
,https://www.tokopedia.com/streaming/movies/batman-begins/,,1
,https://www.tokopedia.com/streaming/movies/beautiful-mind/,,1
,https://www.tokopedia.com/streaming/movies/before-i-fall/,,1
,https://www.tokopedia.com/streaming/movies/beirut/,,1
,https://www.tokopedia.com/streaming/movies/billionaire-boys-club/,,1
,https://www.tokopedia.com/streaming/movies/blood/,,1
,https://www.tokopedia.com/streaming/movies/captain-fantastic/,,1
